id,claimID,claimType,#citations,text
206620,81,tertiary,562,"    Michael Flynn has resigned as President Trump’s national security adviser. Don’t know what all the fuss is about? Don’t worry, we’ve got you covered. (Daron Taylor, Jhaan   Washington Post)   McFarland initially resisted but later accepted the reassignment, which the administration official characterized as a promotion to a critically important diplomatic post with a key U. S. ally in the Pacific region. McMaster later named Dina Powell as deputy national security adviser for strategy, a new position that McMaster elevated last week to the security council’s “principals committee” and “deputies committee. ” An Army lieutenant general, McMaster has moved to assert his power over the national security   process in Trump’s White House. Last week, he led a restructuring of the security council, removing White House chief strategist Stephen K. Bannon from the principals committee and diminishing the power of homeland security adviser Tom Bossert within the committee"
206620,82,primary,253,            Caption   The beginning of his term has featured controversial executive orders and frequent conflicts with the media
206620,83,primary,94,"April 7, 2017 Defense Secretary Jim Mattis, left, Secretary of State Rex Tillerson, President Trump, Commerce Secretary Wilbur Ross and others listen as Chinese President Xi Jinping speaks during a bilateral meeting at    in Palm Beach, Fla"
206620,84,secondary,84,Alex    
205340,85,secondary,130," Omar Abdel Rahman, the   “blind sheikh” and spiritual leader who was convicted in 1995 of being a mastermind of terrorist plots against the United States, and who was called the “godfather” of radical Islamist movements, died Feb. 18 at a federal prison in Butner, N. C. where he was serving a life sentence. He was 78. Kenneth McKoy, a Bureau of Prisons official, confirmed the death to the Associated Press. The cause was diabetes and heart disease. Abdel Rahman, who was blind from an early age, had denounced secular tendencies in other Muslims since the 1960s and was linked for decades with extremist Islamist circles in Egypt and abroad. He was twice acquitted of helping plot the 1981 assassination of Egyptian President Anwar Sadat  —   whom he denounced as “not a Muslim”  —   and built an alliance with   leader Osama bin Laden while living in Afghanistan in the 1980s. After moving to the United States in 1990, Abdel Rahman preached at storefront mosques in Brooklyn and New Jersey, and came under federal scrutiny after a 1993 bombing at the World Trade Center left six people dead and more than 1, 000 injured. Several of his followers were convicted in the bombing, although Abdel Rahman was not. Instead, he was arrested on broader conspiracy charges of planning to “levy a war of urban terrorism against the United States. ”   Abdel Rahman in 1989, at a court appearance in Egypt. (Mike    Images)  Among other actions, Abdel Rahman was accused of plotting a “day of terror” in which simultaneous bombs would blow up the United Nations, the Lincoln and Holland tunnels in New York City, the George Washington Bridge and the building housing New York’s FBI headquarters. “All I know is that I have nothing to do with this case other than that I am a cleric who prayed in a mosque,” Abdel Rahman said during his 1995 trial in federal court in New York. “I did not speak. I did not give orders. I have nothing to do with anything. ” Even while he being held for trial, Abdel Rahman delivered long sermons from jail, with his telephone messages amplified by microphones in the mosques frequented by his followers. During the   trial, Abdel Rahman’s   defense team included celebrity lawyers William Kunstler and onetime U. S. attorney general Ramsey Clark. The evidence included secretly recorded wiretaps, which prosecutors said indicated Abdel Rahman’s intent to wage a holy war in the United States. In the end, he and nine followers were found guilty. At his sentencing, Abdel Rahman spoke in Arabic for almost 90 minutes, touching on such subjects as birth control, homosexuality, former Egyptian president Gamal Abdel Nasser and his U. S"
205340,86,secondary,16," status. “This is an infidel country,” Abdel Rahman said in his rambling speech. “It has an infidel White House. It has an infidel Congress. It has an infidel Pentagon. And this is an infidel courthouse. ” He was sentenced to life in prison"
205340,87,tertiary,107," Abdel Rahman in 1988. (Mike    Images)  He was held virtually incommunicado at several federal facilities and allowed only one   phone call with his family every week to 10 days. Two of his sons, who had been associated with bin Laden and   were not permitted to visit. Nonetheless, Abdel Rahman became a powerful symbol in certain quarters of the Muslim world"
205340,88,tertiary,34," leader Ayman   called on Egyptians to kidnap Americans in effort to win Abdel Rahman’s release. Zawahiri’s younger brother proclaimed Abdel Rahman “the godfather of all Islamic movements. ” After the terrorist attacks on the United States on Sept. 11, 2001, Peter Bergen, a journalist and biographer of bin Laden, described Abdel Rahman as the “spiritual guide of  . ” Omar Abdel Rahman was born May 3, 1938, in El Gamalia, Egypt. He lost his eyesight before his first birthday as a result of illness. He studied a Braille version of the Koran and had memorized it by age 11. In 1965, he received a doctorate in Islamic law from Cairo’s   University, the world’s oldest Islamic university. He preached at a small mosque in rural Egypt and became known for his criticism of the secular leadership of Nasser, calling him “the wicked pharaoh. ” After being jailed for several months for his comments, Abdel Rahman spent three years teaching in Saudi Arabia, where he became more deeply immersed in a militant,   form of Islam. Back in Egypt in the late 1970s, he was seen as the spiritual leader of     a radical group later tied to terrorist activities. Abdel Rahman became an outspoken opponent of Sadat, whose overtures to Israel, culminating in the 1979 Camp David Accords, were seen as anathema to conservative Muslims. The Egyptian president was killed by assassins on Oct. 6, 1981. Although he denounced Sadat as an infidel, Abdel Rahman was acquitted of any role in the assassination plot. He later fled to Afghanistan, where he was closely allied with  ’s growing   movement. From 1985 to 1990, Abdel Rahman traveled widely throughout Europe, Africa, Asia and the United States, speaking to Muslim audiences. He spent a considerable amount of time in Peshawar, Pakistan, a hotbed of radical Islamist sentiment. By 1990, Abdel Rahman had returned to Egypt, where he was under close watch by authorities and barred from leaving the country. He managed to escape, according to one account, by being smuggled out in a washing machine. Despite being on   watch lists, he traveled to Sudan, where he received a visa to enter the United States. After his arrival in New Jersey, he obtained a green card for residency. When it was revoked in 1992, he asked for political asylum. Abdel Rahman had two wives and 10 children; a complete list of survivors could not be confirmed. One of his sons, Ahmed Abdel Rahman, was killed by a U. S. drone strike in Afghanistan in 2011. In 2005, one of his lawyers, Lynne Stewart, was convicted of providing material aid to a terrorist organization for smuggling messages from Abdel Rahman to the     organization. After first receiving a   prison sentence, which she began to serve in 2009, she was resentenced in 2010  —   to 10 years  —   but was released in 2013 for health reasons. In 2012, Egypt’s president, Mohamed Morsi, called for Abdel Rahman to be transferred to Egypt for “humanitarian reasons” as part of a prisoner exchange with the United States. The request was denied"
205340,89,primary,96,Read more  Washington Post obituaries          
213422,90,primary,40,"     LONDON  —   It has only been two weeks since the world awoke to the news that Britain had done the unthinkable, voting to exit the European Union. But you’d need a comprehensive scorecard to keep track of all the carnage since among those who led the charge for Brexit. The betrayals and the backstabbing. The revenge and the retribution. With chilling efficiency, the main players in the drive for an exit have now themselves been forced to take their leave. If you haven’t been following closely, here’s a quick summary of what’s befallen the actors in this very British drama. Boris Johnson    (Jack   Images)  Who is he? He’s the man who would have been king, the onetime prohibitive favorite to be the next prime minister. Who betrayed him? Michael Gove, Johnson’s   campaign manager and chum from his Oxford days. Gove’s   announcement that he would run for prime minister knocked Johnson from the contest even before he could enter. Did he get his revenge? Sort of. He endorsed Andrea Leadsom for prime minister. (See below.)   Michael Gove    (Simon  )  Who is he? The Brutus of British politics Whom did he betray? Johnson. But to Gove it was not a betrayal. It was   service to his country. And how did that work out for him? Not well. He got knocked out of the balloting to be prime minister after Johnson backed Leadsom and other Tories recoiled at Gove’s perceived treachery"
213422,91,secondary,17,"Nigel Farage    (Patrick  )  Who is he? The bloke at the pub who changed British history by spending decades crusading for Brexit. Then when it happened, he promptly quit politics because he said he wanted his life back. Who betrayed him? Douglas Carswell. the only member of Farage’s party who holds a seat in Parliament. The two are longtime antagonists. This was Carswell’s reaction when Farage stepped down:   😎  —   Douglas Carswell MP (@DouglasCarswell) July 4, 2016   The Daily Mail and the Sun   Friday’s Sun front page via @tnewtondunn The Iron Mayden#tomorrowspaperstoday #bbcpapers pic. twitter"
213422,92,tertiary,6," —   Nick Sutton (@suttonnick) July 7, 2016   What are they? The influential,   British tabloids that championed Brexit with greater gusto than even many of the most ardent “leave” politicians. Whom did they betray? Leadsom. With the contest for prime minister down to the  ”leave” Leadsom and the  ”remain” Theresa May, whom do they back? May, of course"
213422,93,tertiary,28," Andrea Leadsom    (Paul  )  Who is she? A complete unknown of British politics who now stands a chance of becoming prime minister. Who betrayed her? The Daily Mail and the Sun. But they may have been doing her a favor. With the leading champions for Brexit all having knocked each other out of   politics, she has been left to carry the Brexit flame by herself. And if she somehow wins the privilege of governing this divided and directionless nation, she could find that was the biggest betrayal of all"
213422,94,secondary,56," Read more: Britain will have first female prime minister since Margaret Thatcher Stung by a betrayal, former London mayor Boris Johnson ends bid to lead Britain Once British politicians stop   each other, a tougher foe looms  "
216781,95,primary,400,"         We don’t know much yet about what Donald Trump will do as president, but the barest outlines of his agenda are coming into view. It seems clear that Trump will pursue tax cuts, including big ones for top earners and businesses; deregulation across the board in areas such as finance; the repeal of Obamacare; more   immigration policies; and more spending in two specific areas  —   infrastructure and the military. Which raises the possibility of a nightmare scenario for economic progressivism. It goes like this: Increased spending helps boost the economy, which is already accelerating, even as Republicans give the credit for it to tax cuts (especially at the top) and deregulation, validating their narrative that Big Government under Obama is what held the economy back from its full potential until President Trump unshackled it. In his victory speech on Tuesday night, Trump promised to “rebuild our infrastructure,” adding that “we will put millions of our people to work as we rebuild it. ” While Trump’s advisers say his plan for infrastructure spending would employ a tax credit scheme that would supposedly mean it costs the government nothing  —   which is debatable  —   it would ultimately pump a lot of spending into the economy. It’s unclear whether House Republicans will go along with the plan. As Steven Dennis reports, House Speaker Paul Ryan has made only the most perfunctory negative noises about it, and the general goal of more infrastructure spending already has the support of Democrats in Congress, so it seems plausible that Trump might end up getting his way. Trump has also promised to rebuild our “depleted” military, which would seem to mean more spending there, too. Meanwhile, Congressional Republicans have signaled that they will try to quickly repeal Obamacare, and while it’s not clear whether Trump will try to replace it with anything, he may well support repeal, as he, too, has promised to do. Trump’s tax plan calls for deep cuts across the board, including on businesses and top earners, and his transition team is already signaling he will move to deregulate Wall Street. It’s always possible, of course, that Trump will make good on his vow to start trade wars or implement protectionism, which economists have warned would prove destructive to the economy. But it’s also possible that his bluster on trade may not end up producing much, and Trump will instead govern much more as a conventional Republican, implementing huge tax cuts and running up the deficit, while deregulating across the board  —   with perhaps much more infrastructure spending than Republicans might traditionally support thrown into the mix. The Market Monetarist blog argues that the likelihood of such a scenario might be why the markets are no longer panicking over the prospect of a Trump presidency. People may be concluding that Trump will not actually make good on his promises on trade, the Market Monetarist notes, adding that they may now expect Trump to be a Republican “  Keynesian. ” Combine that with financial deregulation and Obamacare repeal, and add in some form of stepped up deportations in line with what he has proposed, and we might be getting a bit of a sense of what Trump might do. Obviously progressives would be happy to see more spending on infrastructure spending and job creation, but they would recoil at repeal of Obamacare and financial regulations and stepped up deportations. I asked Mike Konczal, a senior fellow at the   Roosevelt Institute, if he could envision this scenario, and if so, whether that might produce an economic boost from spending that Republicans could then also credit to Obamacare repeal, financial deregulation, and increased immigration enforcement (which, they might argue, helps explain why U. S. workers are feeling better about the economy). Konczal agreed that this was possible. He said such an agenda could amount to “Reactionary Keynesianism,” which essentially involves boosting the economy to full employment, but in ways that nonetheless increase inequality. That’s because it would involve cutting taxes in ways that primarily benefit the top, and boosting spending only in certain areas (such as on infrastructure and the military) while cutting it back in others (such as on the social safety yet and on other social investments that Republicans traditionally oppose, such as Green Energy). Konczal emailed: It’s possible that Republicans run large deficits on tax cuts for the rich, military spending, perhaps some infrastructure, while also deregulating finance, energy, and other industries and running a massive deportation project of undocumented workers. A nightmare scenario would be the spending from the first leading to a strong economic rebound from the Great Recession  —   what John Galbraith would call Reactionary Keynesianism  —   and the GOP and voters crediting that rebound to deregulation and immigration. You heard it here first."
212971,96,primary,460,"       Democrats took over the House floor on Wednesday in an attempt to force votes on   proposals, preventing Republican leaders from conducting the business of the day. Chanting “No bill, no vote,” the group of House Democrats shouted down Republican leaders’ efforts to gavel the House into session and begin conducting the day’s legislative agenda following the opening prayer and the recitation of the Pledge of Allegiance. Democrats, who gathered in the well of the chamber, began their   around 11:30 a. m. with members coming in and out to lend their support. The group grew to about 80 members by 12:30 p. m. The assembled Democrats are demanding   votes on measures that would prevent suspected terrorists from buying firearms and expand background checks. Several members also spoke in support of banning assault weapons"
212971,97,primary,212, I’m in the House chamber showing solidarity w #NoBillNoBreak. Truly amazing moment. Truly amazing last week. pic. twitter
212971,98,primary,374," —   Chris Murphy (@ChrisMurphyCT) June 22, 2016   Democrats took turns telling stories about gun violence in their home districts and decrying GOP leaders for not holding a single gun vote on the issue since the 2012 shootings at Sandy Hook Elementary School in Newtown, Conn. “Every day we hear about somebody else being murdered with a gun,” said Rep. Mike Thompson ( .) a chairman of the Gun Violence Prevention Task Force who noted he owns a firearm. “The Republican leadership will not allow these bills to come” to a vote. Members were splayed across the well, leaning against podiums and chairs in a manner that would have earned them a reprimand if the House were in session. The   cameras, which are controlled by the House, were turned off and so were the microphones  —   leading some members to jokingly argue about who should take the next turn to speak based on who had the loudest voice. While it’s against House rules to take photos or video on the floor, at one point   carried live footage of the   via the Periscope feed of Rep. Scott Peters (Calif. ). House Minority Leader Nancy Pelosi ( .) pledged that Democrats would stay on the floor until they get a vote. “We’ll be here as long as it takes, every day,” she said during a news conference on the steps of the Capitol. “This is the moment of truth. ” House Democrats appealed to    Republicans to buck their leadership and join them  —   although by about 1 p. m. none had taken them up on the invitation. They also asked Speaker Paul D. Ryan ( .) to come to the floor. “The House cannot operate without members following the rules of the institution, so the House has recessed subject to the call of the chair,” said Ryan spokeswoman AshLee Strong"
212971,99,primary,249,"She did not say if Republicans had a plan to resolve the impasse with Democrats. Pelosi said members were committed to holding the floor because after a series of mass shootings marked by prejudice  —   the recent attack on a gay nightclub in Orlando and the shooting last year at South Carolina’s predominantly African American Emanuel AME church  —   and homeland security concerns, members had reached a breaking point. House Democrats are trying to stay “in sync” with the Senate in making their demands, Pelosi explained. That’s why the only two measures they are specifically demanding votes on would prevent suspected terrorists on the government’s watch lists from purchasing firearms and expand background checks. The Senate considered proposals on these two issues earlier this week. “The others, we can’t say 85 to 90 percent of the public support,” Pelosi explained, adding that the chances of passing an assault weapons ban in this Congress are “hopeless. ” “But the other two shouldn’t be, because they are bipartisan,” Pelosi said. Several Democratic senators, including Bill Nelson of Florida, Chris Coons of Delaware, Barbara Boxer of California, Patty Murray of Washington, Cory Booker of New Jersey and Chris Murphy of Connecticut, came to the House to join the  . Some snapped photos of the gathering as it entered its third hour. The gathering turned somber at times. At one point, Assistant Democratic Leader James Clyburn ( . C.) offered a prayer. At another, members broke into singing the spiritual “We Shall Not Be Moved,” a song associated with the civil rights movement"
212971,100,primary,293," About 20 of the members involved in the   left the floor to join Pelosi’s news conference. Rep. Bobby Rush ( .) spoke about his son who was fatally shot in 1999. “It’s time to end this chorus of primal screams” from mothers finding out their children have been killed by guns, he said. One such mother, Nardyne Jefferies of Washington, D. C. spoke at the end of the news conference, addressing Ryan and demanding a vote. She held up a graphic picture of her wounded daughter, Brishell Jones, who was killed at age sixteen during a 2010 shooting on South Capitol Street. [D. C. police trace shootings that killed 4 through chain of events starting with a man’s missing bracelet] Kelsey Snell contributed to this post."
